candidate_id,mhz,k,badness,quality_score,uncertainty,p99_var,peak_loc_spread_px,pred_p99_mean,selected_reason
1528,245.0,4,116.65971080695795,-116.65971080695795,116.65971080695795,79.17008261165276,37.489628195305194,13.441380659739176,worst_uncertainty_stratified_mhz
2281,90.0,5,115.70367161325943,-115.70367161325943,115.70367161325943,92.5976358457616,23.10603576749783,12.842503865559896,worst_uncertainty_stratified_mhz
2296,90.0,5,93.55399889037719,-93.55399889037719,93.55399889037719,56.064370695072,37.489628195305194,12.574783881505331,worst_uncertainty_stratified_mhz
2179,100.0,5,79.67358053100298,-79.67358053100298,79.67358053100298,40.60775289496167,39.06582763604131,8.385850747426352,worst_uncertainty_stratified_mhz
2308,200.0,5,179.451303331619,-179.451303331619,179.451303331619,150.33992716658307,29.111376165035935,12.107061465581259,worst_uncertainty_stratified_mhz
2026,265.0,5,48.05444236783768,-48.05444236783768,48.05444236783768,5.437283590858872,42.61715877697881,8.218249638875326,worst_uncertainty_stratified_mhz
1958,265.0,5,48.028047058206944,-48.028047058206944,48.028047058206944,3.9498337449510488,44.078213313255894,8.241553862889608,worst_uncertainty_stratified_mhz
1889,435.0,5,41.08282400478127,-41.08282400478127,41.08282400478127,1.6095559757861493,39.47326802899512,5.479230602582295,worst_uncertainty_stratified_mhz
1677,435.0,5,40.28681282324183,-40.28681282324183,40.28681282324183,1.2209851872005213,39.06582763604131,5.15067458152771,worst_uncertainty_stratified_mhz
1880,510.0,5,63.95180939571561,-63.95180939571561,63.95180939571561,22.28380941704826,41.667999978667346,16.388044993082683,worst_uncertainty_stratified_mhz
2287,510.0,5,62.278497886366495,-62.278497886366495,62.278497886366495,29.271343779684987,33.00715410668151,14.972517013549805,worst_uncertainty_stratified_mhz
1707,250.0,5,263.1826917397505,-263.1826917397505,263.1826917397505,233.5999452666982,29.582746473052307,12.94062046209971,worst_uncertainty_stratified_mhz
1865,250.0,5,182.05005879921816,-182.05005879921816,182.05005879921816,140.46447101797943,41.585587781238715,10.574617465337118,worst_uncertainty_stratified_mhz
1723,170.0,5,159.23851139585045,-159.23851139585045,159.23851139585045,121.65416181609407,37.58434957975638,10.955109596252441,worst_uncertainty_stratified_mhz
1796,200.0,5,135.92721895305743,-135.92721895305743,135.92721895305743,92.08026289501898,43.84695605803846,15.12882391611735,worst_uncertainty_stratified_mhz
1926,200.0,5,125.79430542495565,-125.79430542495565,125.79430542495565,102.3872789395413,23.40702648541435,10.333436846733093,worst_uncertainty_stratified_mhz
1872,200.0,5,104.32344007548878,-104.32344007548878,104.32344007548878,71.9634853989651,32.35995467652368,14.155641635258993,worst_uncertainty_stratified_mhz
2137,200.0,5,96.16129246214429,-96.16129246214429,96.16129246214429,57.095464826102976,39.06582763604131,12.211774349212646,worst_uncertainty_stratified_mhz
